s_L,s_R,b2,b1,b0,a3,a2,a1,a0
0.1100,0.3700,0.000000,1.014484,1.016542,1.000000,1.037345,0.986423,1.020775
0.1100,0.3800,0.000000,1.014438,1.016558,1.000000,1.037186,0.985976,1.020624
0.1100,0.3900,0.000000,1.014317,1.016497,1.000000,1.036856,0.985372,1.020376
0.1100,0.4000,0.000000,1.015254,1.017611,1.000000,1.039047,0.986735,1.021568
0.1100,0.4100,0.000000,1.015042,1.017457,1.000000,1.038490,0.985974,1.021182
0.1100,0.4200,0.000000,1.028734,1.031042,1.000000,1.070456,1.023470,1.041090
0.1100,0.4300,0.000000,1.030002,1.032550,1.000000,1.073764,1.024717,1.043085
0.1100,0.4400,0.000000,1.029186,1.031699,1.000000,1.071681,1.024017,1.041912
0.1100,0.4500,0.000000,1.031219,1.033805,1.000000,1.076358,1.025492,1.044351
0.1100,0.4600,0.000000,1.032005,1.034778,1.000000,1.078403,1.026291,1.045597
0.1100,0.4700,0.000000,1.030435,1.033138,1.000000,1.074472,1.024980,1.043413
0.1100,0.4800,0.000000,1.027693,1.030242,1.000000,1.067689,1.022716,1.039611
0.1100,0.4900,0.000000,1.023751,1.025937,1.000000,1.057827,1.019320,1.033910
0.1100,0.5000,0.000000,1.020292,1.022155,1.000000,1.049227,1.016376,1.028893
0.1200,0.0000,0.000000,1.011747,1.012612,1.000000,1.034069,0.989136,1.020867
0.1200,0.0100,0.000000,1.011368,1.012229,1.000000,1.033187,0.988427,1.020370
0.1200,0.0200,0.000000,1.012873,1.013720,1.000000,1.036018,0.992118,1.021761
0.1200,0.0300,0.000000,1.011844,1.012760,1.000000,1.033920,0.988938,1.020603
0.1200,0.0400,0.000000,1.011448,1.012364,1.000000,1.032983,0.988105,1.020064
0.1200,0.0500,0.000000,1.011003,1.011807,1.000000,1.032741,0.988793,1.020344
0.1200,0.0600,0.000000,1.011891,1.012753,1.000000,1.034600,0.990046,1.021271
0.1200,0.0700,0.000000,1.011409,1.012258,1.000000,1.033489,0.989216,1.020657
0.1200,0.0800,0.000000,1.011094,1.011944,1.000000,1.032731,0.988586,1.020214
0.1200,0.0900,0.000000,1.012401,1.013221,1.000000,1.035143,0.992032,1.021396
0.1200,0.1000,0.000000,1.011154,1.011933,1.000000,1.033588,0.989930,1.021057
0.1200,0.1100,0.000000,1.010648,1.011411,1.000000,1.032449,0.989156,1.020442
0.1200,0.1200,0.000000,1.011975,1.013215,1.000000,1.032065,0.987142,1.018513
0.1200,0.1300,0.000000,1.013142,1.014093,1.000000,1.036476,0.992048,1.021894
0.1200,0.1400,0.000000,1.012655,1.013606,1.000000,1.035276,0.991049,1.021184
0.1200,0.1500,0.000000,1.011617,1.012652,1.000000,1.033218,0.987498,1.020043
0.1200,0.1600,0.000000,1.012894,1.013904,1.000000,1.035645,0.990944,1.021276
0.1200,0.1700,0.000000,1.012289,1.013285,1.000000,1.034201,0.989834,1.020451
0.1200,0.1800,0.000000,1.012963,1.014021,1.000000,1.035601,0.990644,1.021137
0.1200,0.1900,0.000000,1.012372,1.013419,1.000000,1.034199,0.989530,1.020336
0.1200,0.2000,0.000000,1.012922,1.014029,1.000000,1.035338,0.990099,1.020887
0.1200,0.2100,0.000000,1.012301,1.013395,1.000000,1.033858,0.988910,1.020037
0.1200,0.2200,0.000000,1.012840,1.013995,1.000000,1.034960,0.989518,1.020566
0.1200,0.2300,0.000000,1.013124,1.014318,1.000000,1.035404,0.989895,1.020723
0.1200,0.2400,0.000000,1.013633,1.014891,1.000000,1.036453,0.990443,1.021228
0.1200,0.2500,0.000000,1.014123,1.015446,1.000000,1.037473,0.990998,1.021726
0.1200,0.2600,0.000000,1.013354,1.014654,1.000000,1.035630,0.989555,1.020664
0.1200,0.2700,0.000000,1.013782,1.015143,1.000000,1.036492,0.990063,1.021071
0.1200,0.2800,0.000000,1.014169,1.015591,1.000000,1.037274,0.990486,1.021440
0.1200,0.2900,0.000000,1.013367,1.014763,1.000000,1.035352,0.988969,1.020329
0.1200,0.3000,0.000000,1.013118,1.014701,1.000000,1.034828,0.986196,1.019854
0.1200,0.3100,0.000000,1.013945,1.015467,1.000000,1.036510,0.989315,1.020845
0.1200,0.3200,0.000000,1.014211,1.015796,1.000000,1.037025,0.989506,1.021066
0.1200,0.3300,0.000000,1.014367,1.016012,1.000000,1.037318,0.989465,1.021173
0.1200,0.3400,0.000000,1.014521,1.016232,1.000000,1.037613,0.989371,1.021279
0.1200,0.3500,0.000000,1.013954,1.015866,1.000000,1.036294,0.985890,1.020307
0.1200,0.3600,0.000000,1.014017,1.015997,1.000000,1.036373,0.985625,1.020284
0.1200,0.3700,0.000000,1.014078,1.016103,1.000000,1.036381,0.985747,1.020225
0.1200,0.3800,0.000000,1.014076,1.016166,1.000000,1.036317,0.985405,1.020126
0.1200,0.3900,0.000000,1.014959,1.017211,1.000000,1.038345,0.986663,1.021214
0.1200,0.4000,0.000000,1.014868,1.017190,1.000000,1.038098,0.986083,1.021011
0.1200,0.4100,0.000000,1.014707,1.017090,1.000000,1.037678,0.985456,1.020713
0.1200,0.4200,0.000000,1.028046,1.030278,1.000000,1.068752,1.022876,1.040118
0.1200,0.4300,0.000000,1.029295,1.031762,1.000000,1.072011,1.024103,1.042085
0.1200,0.4400,0.000000,1.031347,1.033888,1.000000,1.076762,1.025607,1.044573
0.1200,0.4500,0.000000,1.032224,1.034963,1.000000,1.079051,1.026494,1.045964
0.1200,0.4600,0.000000,1.031300,1.033991,1.000000,1.076674,1.025686,1.044625
0.1200,0.4700,0.000000,1.031853,1.034705,1.000000,1.078123,1.026274,1.045530
0.1200,0.4800,0.000000,1.029886,1.032679,1.000000,1.073288,1.024697,1.042875
0.1200,0.4900,0.000000,1.025612,1.028004,1.000000,1.062543,1.020977,1.036688
0.1200,0.5000,0.000000,1.021768,1.023792,1.000000,1.052941,1.017670,1.031099
0.1300,0.0000,0.000000,1.012427,1.013338,1.000000,1.035566,0.990094,1.021647
0.1300,0.0100,0.000000,1.012046,1.012953,1.000000,1.034653,0.989384,1.021122
0.1300,0.0200,0.000000,1.011661,1.012562,1.000000,1.033743,0.988660,1.020604
0.1300,0.0300,0.000000,1.011299,1.012199,1.000000,1.032884,0.987942,1.020112
0.1300,0.0400,0.000000,1.012052,1.012902,1.000000,1.035144,0.990460,1.021654
0.1300,0.0500,0.000000,1.011652,1.012498,1.000000,1.034164,0.989713,1.021083
0.1300,0.0600,0.000000,1.011254,1.012096,1.000000,1.033204,0.988960,1.020529
0.1300,0.0700,0.000000,1.010842,1.011678,1.000000,1.032250,0.988184,1.019995
0.1300,0.0800,0.000000,1.011648,1.012536,1.000000,1.033923,0.989341,1.020823
0.1300,0.0900,0.000000,1.011223,1.012110,1.000000,1.032956,0.988430,1.020281
0.1300,0.1000,0.000000,1.012528,1.013384,1.000000,1.035381,0.991907,1.021480
0.1300,0.1100,0.000000,1.011991,1.012736,1.000000,1.034849,0.992370,1.021559
0.1300,0.1200,0.000000,1.010683,1.011478,1.000000,1.032489,0.988790,1.020420
0.1300,0.1300,0.000000,1.012870,1.014168,1.000000,1.034188,0.988769,1.019719
0.1300,0.1400,0.000000,1.011942,1.012858,1.000000,1.033751,0.989998,1.020398
0.1300,0.1500,0.000000,1.012807,1.013796,1.000000,1.035542,0.991066,1.021275
0.1300,0.1600,0.000000,1.012297,1.013280,1.000000,1.034308,0.990067,1.020558
0.1300,0.1700,0.000000,1.012989,1.014037,1.000000,1.035783,0.990846,1.021296
0.1300,0.1800,0.000000,1.012383,1.013417,1.000000,1.034331,0.989747,1.020464
0.1300,0.1900,0.000000,1.012963,1.014058,1.000000,1.035537,0.990359,1.021050
0.1300,0.2000,0.000000,1.012365,1.013448,1.000000,1.034118,0.989225,1.020239
0.1300,0.2100,0.000000,1.012937,1.014081,1.000000,1.035291,0.989880,1.020805
0.1300,0.2200,0.000000,1.013529,1.014738,1.000000,1.036512,0.990594,1.021399
0.1300,0.2300,0.000000,1.012862,1.014054,1.000000,1.034918,0.989336,1.020483
0.1300,0.2400,0.000000,1.013105,1.014335,1.000000,1.035270,0.989659,1.020589
0.1300,0.2500,0.000000,1.013601,1.014897,1.000000,1.036289,0.990204,1.021079
0.1300,0.2600,0.000000,1.014053,1.015412,1.000000,1.037213,0.990687,1.021521
0.1300,0.2700,0.000000,1.013286,1.014622,1.000000,1.035382,0.989257,1.020467
0.1300,0.2800,0.000000,1.013661,1.015056,1.000000,1.036120,0.989652,1.020804
0.1300,0.2900,0.000000,1.013965,1.015419,1.000000,1.036725,0.989902,1.021078
0.1300,0.3000,0.000000,1.014288,1.015804,1.000000,1.037364,0.990201,1.021367
0.1300,0.3100,0.000000,1.014636,1.016223,1.000000,1.038104,0.990487,1.021724
0.1300,0.3200,0.000000,1.013730,1.015286,1.000000,1.035933,0.988723,1.020464
0.1300,0.3300,0.000000,1.013304,1.015052,1.000000,1.034966,0.985552,1.019714
0.1300,0.3400,0.000000,1.013465,1.015278,1.000000,1.035237,0.985528,1.019791
0.1300,0.3500,0.000000,1.013488,1.015366,1.000000,1.035237,0.985099,1.019725
0.1300,0.3600,0.000000,1.013589,1.015534,1.000000,1.035383,0.984950,1.019734
0.1300,0.3700,0.000000,1.013683,1.015699,1.000000,1.035525,0.984782,1.019743
0.1300,0.3800,0.000000,1.015346,1.017355,1.000000,1.039233,0.989874,1.021963
0.1300,0.3900,0.000000,1.014520,1.016737,1.000000,1.037280,0.985866,1.020593
0.1300,0.4000,0.000000,1.014477,1.016757,1.000000,1.037130,0.985532,1.020452
0.1300,0.4100,0.000000,1.027891,1.030053,1.000000,1.068393,1.022720,1.039888
0.1300,0.4200,0.000000,1.027312,1.029464,1.000000,1.066930,1.022242,1.039075
0.1300,0.4300,0.000000,1.029600,1.031861,1.000000,1.072326,1.023984,1.041973
0.1300,0.4400,0.000000,1.030611,1.033072,1.000000,1.074948,1.024976,1.043551
0.1300,0.4500,0.000000,1.031480,1.034134,1.000000,1.077217,1.025851,1.044930
0.1300,0.4600,0.000000,1.030593,1.033202,1.000000,1.074938,1.025079,1.043645
0.1300,0.4700,0.000000,1.031147,1.033915,1.000000,1.076392,1.025666,1.044554
0.1300,0.4800,0.000000,1.032348,1.035418,1.000000,1.079603,1.026944,1.046541
0.1300,0.4900,0.000000,1.027630,1.030249,1.000000,1.067679,1.022790,1.039703
0.1300,0.5000,0.000000,1.023401,1.025607,1.000000,1.057068,1.019115,1.033544
0.1400,0.0000,0.000000,1.011710,1.012596,1.000000,1.033988,0.988876,1.020806
0.1400,0.0100,0.000000,1.011330,1.012109,1.000000,1.033885,0.989730,1.021159
0.1400,0.0200,0.000000,1.010958,1.011733,1.000000,1.033021,0.989048,1.020674
0.1400,0.0300,0.000000,1.011830,1.012663,1.000000,1.034880,0.990167,1.021610
0.1400,0.0400,0.000000,1.011348,1.012172,1.000000,1.033617,0.989352,1.020854
0.1400,0.0500,0.000000,1.010982,1.011805,1.000000,1.032742,0.988598,1.020350
0.1400,0.0600,0.000000,1.011851,1.012734,1.000000,1.034530,0.989750,1.021223
0.1400,0.0700,0.000000,1.011466,1.012345,1.000000,1.033595,0.989047,1.020682
0.1400,0.0800,0.000000,1.011063,1.011937,1.000000,1.032642,0.988284,1.020140
0.1400,0.0900,0.000000,1.012432,1.013284,1.000000,1.035200,0.991756,1.021398
0.1400,0.1000,0.000000,1.011330,1.012253,1.000000,1.033121,0.988262,1.020312
0.1400,0.1100,0.000000,1.012606,1.013497,1.000000,1.035505,0.991705,1.021502
0.1400,0.1200,0.000000,1.012059,1.012835,1.000000,1.034962,0.992156,1.021582
0.1400,0.1300,0.000000,1.010783,1.011611,1.000000,1.032639,0.988630,1.020445
0.1400,0.1400,0.000000,1.013020,1.014367,1.000000,1.034395,0.988862,1.019757
0.1400,0.1500,0.000000,1.013289,1.014312,1.000000,1.036668,0.991769,1.021895
0.1400,0.1600,0.000000,1.012906,1.013933,1.000000,1.035689,0.990970,1.021300
0.1400,0.1700,0.000000,1.012385,1.013405,1.000000,1.034428,0.989952,1.020567
0.1400,0.1800,0.000000,1.012990,1.014075,1.000000,1.035714,0.990545,1.021203
0.1400,0.1900,0.000000,1.012380,1.013449,1.000000,1.034258,0.989449,1.020371
0.1400,0.2000,0.000000,1.012983,1.014115,1.000000,1.035499,0.990147,1.020973
0.1400,0.2100,0.000000,1.012378,1.013497,1.000000,1.034056,0.988988,1.020142
0.1400,0.2200,0.000000,1.012964,1.014146,1.000000,1.035261,0.989708,1.020728
0.1400,0.2300,0.000000,1.013506,1.014753,1.000000,1.036377,0.990323,1.021267
0.1400,0.2400,0.000000,1.012831,1.014061,1.000000,1.034766,0.989041,1.020340
0.1400,0.2500,0.000000,1.013076,1.014343,1.000000,1.035102,0.989406,1.020432
0.1400,0.2600,0.000000,1.013520,1.014851,1.000000,1.036008,0.989849,1.020861
0.1400,0.2700,0.000000,1.013905,1.015298,1.000000,1.036787,0.990209,1.021225
0.1400,0.2800,0.000000,1.013151,1.014521,1.000000,1.034984,0.988801,1.020186
0.1400,0.2900,0.000000,1.013452,1.014879,1.000000,1.035561,0.989045,1.020436
0.1400,0.3000,0.000000,1.013774,1.015261,1.000000,1.036197,0.989370,1.020724
0.1400,0.3100,0.000000,1.014090,1.015639,1.000000,1.036826,0.989677,1.021011
0.1400,0.3200,0.000000,1.014327,1.015944,1.000000,1.037311,0.989696,1.021221
0.1400,0.3300,0.000000,1.014443,1.016118,1.000000,1.037504,0.989569,1.021269
0.1400,0.3400,0.000000,1.014723,1.016466,1.000000,1.038049,0.989834,1.021508
0.1400,0.3500,0.000000,1.014700,1.016497,1.000000,1.037938,0.989448,1.021393
0.1400,0.3600,0.000000,1.014809,1.016670,1.000000,1.038118,0.989355,1.021433
0.1400,0.3700,0.000000,1.014909,1.016837,1.000000,1.038286,0.989243,1.021470
0.1400,0.3800,0.000000,1.014288,1.016435,1.000000,1.036806,0.985616,1.020370
0.1400,0.3900,0.000000,1.014115,1.016297,1.000000,1.036319,0.985183,1.020043
0.1400,0.4000,0.000000,1.014085,1.016331,1.000000,1.036197,0.984863,1.019916
0.1400,0.4100,0.000000,1.027155,1.029239,1.000000,1.066564,1.022084,1.038840
0.1400,0.4200,0.000000,1.015053,1.017294,1.000000,1.038273,0.986476,1.021054
0.1400,0.4300,0.000000,1.028745,1.030915,1.000000,1.070205,1.023247,1.040769
0.1400,0.4400,0.000000,1.029766,1.032133,1.000000,1.072853,1.024243,1.042362
0.1400,0.4500,0.000000,1.030734,1.033302,1.000000,1.075374,1.025206,1.043888
0.1400,0.4600,0.000000,1.029882,1.032410,1.000000,1.073192,1.024469,1.042657
0.1400,0.4700,0.000000,1.030443,1.033126,1.000000,1.074661,1.025059,1.043575
0.1400,0.4800,0.000000,1.032824,1.035943,1.000000,1.080885,1.027407,1.047299
0.1400,0.4900,0.000000,1.029892,1.032768,1.000000,1.073463,1.024842,1.043083
0.1400,0.5000,0.000000,1.025234,1.027645,1.000000,1.061716,1.020750,1.036288
0.1500,0.0000,0.000000,1.012266,1.013089,1.000000,1.036012,0.991052,1.022304
0.1500,0.0100,0.000000,1.011894,1.012713,1.000000,1.035151,0.990395,1.021823
0.1500,0.0200,0.000000,1.011522,1.012337,1.000000,1.034256,0.989704,1.021307
0.1500,0.0300,0.000000,1.011144,1.011955,1.000000,1.033376,0.989012,1.020813
0.1500,0.0400,0.000000,1.010763,1.011569,1.000000,1.032498,0.988308,1.020325
0.1500,0.0500,0.000000,1.011480,1.012338,1.000000,1.033853,0.989235,1.020932
0.1500,0.0600,0.000000,1.011137,1.011995,1.000000,1.033020,0.988534,1.020445
0.1500,0.0700,0.000000,1.012641,1.013485,1.000000,1.035795,0.992223,1.021783
0.1500,0.0800,0.000000,1.012235,1.013073,1.000000,1.034798,0.991536,1.021205
0.1500,0.0900,0.000000,1.011194,1.012105,1.000000,1.032858,0.988173,1.020197
0.1500,0.1000,0.000000,1.012504,1.013391,1.000000,1.035313,0.991545,1.021414
0.1500,0.1100,0.000000,1.011999,1.012876,1.000000,1.034139,0.990646,1.020757
0.1500,0.1200,0.000000,1.012707,1.013633,1.000000,1.035661,0.991590,1.021535
0.1500,0.1300,0.000000,1.012147,1.012954,1.000000,1.035103,0.992019,1.021612
0.1500,0.1400,0.000000,1.010912,1.011775,1.000000,1.032835,0.988566,1.020487
0.1500,0.1500,0.000000,1.012489,1.013761,1.000000,1.033771,0.988123,1.019666
0.1500,0.1600,0.000000,1.012130,1.013117,1.000000,1.034009,0.989809,1.020425
0.1500,0.1700,0.000000,1.012913,1.013976,1.000000,1.035631,0.990674,1.021213
0.1500,0.1800,0.000000,1.012381,1.013437,1.000000,1.034356,0.989643,1.020477
0.1500,0.1900,0.000000,1.013008,1.014129,1.000000,1.035677,0.990322,1.021127
0.1500,0.2000,0.000000,1.012396,1.013501,1.000000,1.034210,0.989222,1.020287
0.1500,0.2100,0.000000,1.013014,1.014184,1.000000,1.035478,0.989981,1.020901
0.1500,0.2200,0.000000,1.012402,1.013558,1.000000,1.034016,0.988801,1.020058
0.1500,0.2300,0.000000,1.012940,1.014159,1.000000,1.035113,0.989418,1.020584
0.1500,0.2400,0.000000,1.012296,1.013500,1.000000,1.033578,0.988160,1.019699
0.1500,0.2500,0.000000,1.012712,1.013976,1.000000,1.034417,0.988540,1.020088
0.1500,0.2600,0.000000,1.012983,1.014285,1.000000,1.034804,0.989014,1.020209
0.1500,0.2700,0.000000,1.013359,1.014723,1.000000,1.035563,0.989327,1.020559
0.1500,0.2800,0.000000,1.013692,1.015116,1.000000,1.036217,0.989596,1.020851
0.1500,0.2900,0.000000,1.012940,1.014341,1.000000,1.034420,0.988173,1.019813
0.1500,0.3000,0.000000,1.013200,1.014656,1.000000,1.034913,0.988362,1.020023
0.1500,0.3100,0.000000,1.013587,1.015107,1.000000,1.035672,0.988853,1.020369
0.1500,0.3200,0.000000,1.013843,1.015424,1.000000,1.036173,0.989032,1.020586
0.1500,0.3300,0.000000,1.013906,1.015546,1.000000,1.036268,0.988687,1.020583
0.1500,0.3400,0.000000,1.014105,1.015808,1.000000,1.036642,0.988768,1.020728
0.1500,0.3500,0.000000,1.014215,1.015975,1.000000,1.036802,0.988725,1.020755
0.1500,0.3600,0.000000,1.013787,1.015757,1.000000,1.035756,0.985551,1.019914
0.1500,0.3700,0.000000,1.013851,1.015890,1.000000,1.035831,0.985315,1.019887
0.1500,0.3800,0.000000,1.013804,1.015911,1.000000,1.035683,0.984787,1.019740
0.1500,0.3900,0.000000,1.015360,1.017475,1.000000,1.039241,0.989388,1.021893
0.1500,0.4000,0.000000,1.026699,1.028684,1.000000,1.065424,1.021653,1.038154
0.1500,0.4100,0.000000,1.014908,1.017058,1.000000,1.037937,0.986774,1.020918
0.1500,0.4200,0.000000,1.014658,1.016859,1.000000,1.037293,0.985914,1.020485
0.1500,0.4300,0.000000,1.028018,1.030114,1.000000,1.068415,1.022628,1.039753
0.1500,0.4400,0.000000,1.029126,1.031425,1.000000,1.071283,1.023700,1.041475
0.1500,0.4500,0.000000,1.029976,1.032458,1.000000,1.073500,1.024550,1.042825
0.1500,0.4600,0.000000,1.030806,1.033476,1.000000,1.075674,1.025394,1.044154
0.1500,0.4700,0.000000,1.029823,1.032433,1.000000,1.073150,1.024531,1.042721
0.1500,0.4800,0.000000,1.032080,1.035104,1.000000,1.079046,1.026754,1.046257
0.1500,0.4900,0.000000,1.032423,1.035593,1.000000,1.079973,1.027167,1.046871
0.1500,0.5000,0.000000,1.027286,1.029932,1.000000,1.066944,1.022598,1.039366
0.1600,0.0000,0.000000,1.011488,1.012285,1.000000,1.034307,0.989768,1.021402
0.1600,0.0100,0.000000,1.011167,1.011962,1.000000,1.033545,0.989192,1.020967
0.1600,0.0200,0.000000,1.012077,1.012933,1.000000,1.035497,0.990369,1.021957
0.1600,0.0300,0.000000,1.011632,1.012482,1.000000,1.034455,0.989511,1.021368
0.1600,0.0400,0.000000,1.011250,1.012095,1.000000,1.033563,0.988810,1.020866
0.1600,0.0500,0.000000,1.010864,1.011705,1.000000,1.032674,0.988096,1.020370
0.1600,0.0600,0.000000,1.011575,1.012467,1.000000,1.034004,0.989065,1.020963
0.1600,0.0700,0.000000,1.011226,1.012119,1.000000,1.033161,0.988338,1.020470
0.1600,0.0800,0.000000,1.012731,1.013608,1.000000,1.035950,0.992069,1.021825
0.1600,0.0900,0.000000,1.012333,1.013205,1.000000,1.034967,0.991404,1.021252
0.1600,0.1000,0.000000,1.011322,1.012270,1.000000,1.033057,0.988081,1.020241
0.1600,0.1100,0.000000,1.012600,1.013522,1.000000,1.035458,0.991422,1.021441
0.1600,0.1200,0.000000,1.011511,1.012506,1.000000,1.033347,0.987978,1.020309
0.1600,0.1300,0.000000,1.012842,1.013806,1.000000,1.035877,0.991575,1.021594
0.1600,0.1400,0.000000,1.012262,1.013103,1.000000,1.035288,0.991962,1.021661
0.1600,0.1500,0.000000,1.011019,1.011917,1.000000,1.032981,0.988458,1.020501
0.1600,0.1600,0.000000,1.013758,1.015323,1.000000,1.035150,0.991123,1.019815
0.1600,0.1700,0.000000,1.012221,1.013245,1.000000,1.034123,0.989731,1.020426
0.1600,0.1800,0.000000,1.012935,1.014035,1.000000,1.035603,0.990452,1.021141
0.1600,0.1900,0.000000,1.012329,1.013418,1.000000,1.034175,0.989251,1.020326
0.1600,0.2000,0.000000,1.012909,1.014063,1.000000,1.035387,0.989866,1.020917
0.1600,0.2100,0.000000,1.012423,1.013565,1.000000,1.034171,0.989036,1.020198
0.1600,0.2200,0.000000,1.012993,1.014200,1.000000,1.035346,0.989705,1.020769
0.1600,0.2300,0.000000,1.012374,1.013567,1.000000,1.033868,0.988502,1.019917
0.1600,0.2400,0.000000,1.012825,1.014078,1.000000,1.034781,0.988934,1.020346
0.1600,0.2500,0.000000,1.012178,1.013416,1.000000,1.033223,0.987643,1.019440
0.1600,0.2600,0.000000,1.012446,1.013719,1.000000,1.033609,0.988178,1.019564
0.1600,0.2700,0.000000,1.012812,1.014146,1.000000,1.034333,0.988444,1.019888
0.1600,0.2800,0.000000,1.013150,1.014545,1.000000,1.035003,0.988705,1.020190
0.1600,0.2900,0.000000,1.013468,1.014923,1.000000,1.035616,0.988980,1.020457
0.1600,0.3000,0.000000,1.013775,1.015288,1.000000,1.036208,0.989294,1.020719
0.1600,0.3100,0.000000,1.014086,1.015659,1.000000,1.036801,0.989634,1.020979
0.1600,0.3200,0.000000,1.013349,1.014900,1.000000,1.035045,0.988222,1.019962
0.1600,0.3300,0.000000,1.013532,1.015142,1.000000,1.035379,0.988235,1.020084
0.1600,0.3400,0.000000,1.014694,1.016455,1.000000,1.037959,0.989822,1.021444
0.1600,0.3500,0.000000,1.014910,1.016740,1.000000,1.038391,0.989957,1.021631
0.1600,0.3600,0.000000,1.014978,1.016865,1.000000,1.038462,0.989861,1.021612
0.1600,0.3700,0.000000,1.015060,1.017014,1.000000,1.038598,0.989692,1.021633
0.1600,0.3800,0.000000,1.015006,1.017020,1.000000,1.038418,0.989245,1.021473
0.1600,0.3900,0.000000,1.014904,1.016977,1.000000,1.038135,0.988704,1.021257
0.1600,0.4000,0.000000,1.014585,1.016642,1.000000,1.037200,0.986580,1.020547
0.1600,0.4100,0.000000,1.014498,1.016612,1.000000,1.036922,0.986125,1.020325
0.1600,0.4200,0.000000,1.027723,1.029737,1.000000,1.067707,1.022353,1.039329
0.1600,0.4300,0.000000,1.027276,1.029297,1.000000,1.066586,1.021997,1.038713
0.1600,0.4400,0.000000,1.028386,1.030606,1.000000,1.069457,1.023066,1.040437
0.1600,0.4500,0.000000,1.029152,1.031541,1.000000,1.071455,1.023834,1.041660
0.1600,0.4600,0.000000,1.030056,1.032639,1.000000,1.073820,1.024743,1.043100
0.1600,0.4700,0.000000,1.029113,1.031639,1.000000,1.071401,1.023918,1.041726
0.1600,0.4800,0.000000,1.031322,1.034249,1.000000,1.077168,1.026088,1.045190
0.1600,0.4900,0.000000,1.031687,1.034758,1.000000,1.078152,1.026518,1.045836
0.1600,0.5000,0.000000,1.029619,1.032537,1.000000,1.072919,1.024725,1.042869
0.1700,0.0000,0.000000,1.012056,1.012893,1.000000,1.035531,0.990495,1.022026
0.1700,0.0100,0.000000,1.011816,1.012771,1.000000,1.034094,0.988343,1.020755
0.1700,0.0200,0.000000,1.011268,1.012097,1.000000,1.033727,0.988985,1.021020
0.1700,0.0300,0.000000,1.010913,1.011740,1.000000,1.032909,0.988318,1.020563
0.1700,0.0400,0.000000,1.011733,1.012617,1.000000,1.034622,0.989337,1.021407
0.1700,0.0500,0.000000,1.011346,1.012227,1.000000,1.033718,0.988626,1.020898
0.1700,0.0600,0.000000,1.012861,1.013724,1.000000,1.036542,0.992323,1.022275
0.1700,0.0700,0.000000,1.011691,1.012617,1.000000,1.034183,0.988982,1.021002
0.1700,0.0800,0.000000,1.011312,1.012239,1.000000,1.033279,0.988168,1.020478
0.1700,0.0900,0.000000,1.012783,1.013692,1.000000,1.036008,0.991859,1.021810
0.1700,0.1000,0.000000,1.012367,1.013270,1.000000,1.034994,0.991157,1.021224
0.1700,0.1100,0.000000,1.011963,1.012862,1.000000,1.034017,0.990437,1.020658
0.1700,0.1200,0.000000,1.012732,1.013691,1.000000,1.035666,0.991403,1.021495
0.1700,0.1300,0.000000,1.012206,1.013151,1.000000,1.034443,0.990514,1.020812
0.1700,0.1400,0.000000,1.012934,1.013934,1.000000,1.035988,0.991498,1.021593
0.1700,0.1500,0.000000,1.012351,1.013225,1.000000,1.035417,0.991861,1.021678
0.1700,0.1600,0.000000,1.011045,1.011977,1.000000,1.032966,0.988162,1.020435
0.1700,0.1700,0.000000,1.013461,1.014785,1.000000,1.035048,0.991533,1.020101
0.1700,0.1800,0.000000,1.012226,1.013286,1.000000,1.034078,0.989419,1.020352
0.1700,0.1900,0.000000,1.012843,1.013975,1.000000,1.035327,0.990004,1.020938
0.1700,0.2000,0.000000,1.012296,1.013419,1.000000,1.034011,0.988932,1.020174
0.1700,0.2100,0.000000,1.012910,1.014099,1.000000,1.035291,0.989662,1.020802
0.1700,0.2200,0.000000,1.012400,1.013578,1.000000,1.034031,0.988744,1.020062
0.1700,0.2300,0.000000,1.012883,1.014123,1.000000,1.035016,0.989224,1.020529
0.1700,0.2400,0.000000,1.012261,1.013487,1.000000,1.033523,0.987995,1.019663
0.1700,0.2500,0.000000,1.012663,1.013949,1.000000,1.034335,0.988358,1.020040
0.1700,0.2600,0.000000,1.013082,1.014429,1.000000,1.035168,0.988792,1.020425
0.1700,0.2700,0.000000,1.013359,1.014742,1.000000,1.035557,0.989365,1.020547
0.1700,0.2800,0.000000,1.012610,1.013975,1.000000,1.033787,0.987818,1.019526
0.1700,0.2900,0.000000,1.012945,1.014371,1.000000,1.034442,0.988115,1.019816
0.1700,0.3000,0.000000,1.013266,1.014751,1.000000,1.035060,0.988442,1.020088
0.1700,0.3100,0.000000,1.013577,1.015121,1.000000,1.035644,0.988785,1.020340
0.1700,0.3200,0.000000,1.013861,1.015465,1.000000,1.036189,0.989089,1.020577
0.1700,0.3300,0.000000,1.014041,1.015707,1.000000,1.036532,0.989056,1.020708
0.1700,0.3400,0.000000,1.014225,1.015956,1.000000,1.036881,0.989061,1.020841
0.1700,0.3500,0.000000,1.014398,1.016189,1.000000,1.037179,0.989159,1.020944
0.1700,0.3600,0.000000,1.014505,1.016357,1.000000,1.037348,0.989077,1.020979
0.1700,0.3700,0.000000,1.014570,1.016482,1.000000,1.037421,0.988952,1.020961
0.1700,0.3800,0.000000,1.014546,1.016520,1.000000,1.037326,0.988543,1.020853
0.1700,0.3900,0.000000,1.014202,1.016183,1.000000,1.036408,0.986025,1.020158
0.1700,0.4000,0.000000,1.014187,1.016229,1.000000,1.036289,0.985674,1.020019
