s_L,s_R,b2,b1,b0,a3,a2,a1,a0
0.1200,0.2000,0.000000,1.616305,0.658461,1.000000,0.076297,0.000000,0.000000
0.1200,0.2100,0.000000,1.607266,0.662288,1.000000,0.077580,0.000000,0.000000
0.1200,0.2200,0.000000,1.613024,0.661127,1.000000,0.074156,0.000000,0.000000
0.1200,0.2300,0.000000,1.607781,0.664622,1.000000,0.072045,0.000000,0.000000
0.1200,0.2400,0.000000,1.611068,0.664504,1.000000,0.068950,0.000000,0.000000
0.1200,0.2500,0.000000,1.613162,0.664863,1.000000,0.066076,0.000000,0.000000
0.1200,0.2600,0.000000,1.598742,0.671303,1.000000,0.067649,0.000000,0.000000
0.1200,0.2700,0.000000,1.598646,0.672598,1.000000,0.065053,0.000000,0.000000
0.1200,0.2800,0.000000,1.597082,0.674501,1.000000,0.062683,0.000000,0.000000
0.1200,0.2900,0.000000,1.580653,0.681875,1.000000,0.064295,0.000000,0.000000
0.1200,0.3000,0.000000,1.590140,0.679996,1.000000,0.058352,0.000000,0.000000
0.1200,0.3100,0.000000,1.571049,0.688662,1.000000,0.060090,0.000000,0.000000
0.1200,0.3200,0.000000,1.564307,0.692967,1.000000,0.058172,0.000007,0.000000
0.1200,0.3300,0.000000,1.554547,0.698454,1.000000,0.056634,0.000000,0.000000
0.1200,0.3400,0.000000,1.544465,0.704270,1.000000,0.055081,0.000000,0.000000
0.1200,0.3500,0.000000,1.543148,0.706904,1.000000,0.050819,0.000000,0.000000
0.1200,0.3600,0.000000,1.529507,0.714281,1.000000,0.049679,0.000000,0.000000
0.1200,0.3700,0.000000,1.513809,0.722328,1.000000,0.048847,0.000000,0.000000
0.1200,0.3800,0.000000,1.497272,0.731140,1.000000,0.047957,0.000000,0.000000
0.1200,0.3900,0.000000,1.488145,0.737082,1.000000,0.044909,0.000000,0.000000
0.1200,0.4000,0.000000,1.467961,0.747286,1.000000,0.044330,0.000000,0.000000
0.1200,0.4100,0.000000,1.438661,0.761823,1.000000,0.044279,0.000000,0.000000
0.1200,0.4200,0.000000,1.423818,0.770464,1.000000,0.041968,0.000000,0.000000
0.1200,0.4300,0.000000,1.407692,0.779331,1.000000,0.039693,0.000000,0.000000
0.1200,0.4400,0.000000,1.388575,0.789804,1.000000,0.037927,0.000000,0.000000
0.1200,0.4500,0.000000,1.367016,0.801248,1.000000,0.036480,0.000001,0.000000
0.1200,0.4600,0.000000,1.335446,0.816760,1.000000,0.036932,0.000000,0.000000
0.1200,0.4700,0.000000,1.308914,0.830245,1.000000,0.036009,0.000000,0.000000
0.1200,0.4800,0.000000,1.320155,0.825700,1.000000,0.034513,0.000000,0.000000
0.1200,0.4900,0.000000,1.328464,0.821938,1.000000,0.035052,0.000000,0.000000
0.1200,0.5000,0.000000,1.332662,0.819974,1.000000,0.036020,0.000000,0.000000
0.1300,0.0000,0.000000,1.622179,0.652359,1.000000,0.083538,0.000000,0.000000
0.1300,0.0100,0.000000,1.626175,0.650295,1.000000,0.084024,0.000000,0.000000
0.1300,0.0200,0.000000,1.629603,0.648399,1.000000,0.084582,0.000000,0.000000
0.1300,0.0300,0.000000,1.633141,0.646671,1.000000,0.084910,0.000000,0.000000
0.1300,0.0400,0.000000,1.563314,0.676375,1.000000,0.092427,0.000000,0.000000
0.1300,0.0500,0.000000,1.566618,0.674559,1.000000,0.092905,0.000000,0.000000
0.1300,0.0600,0.000000,1.569600,0.672851,1.000000,0.093434,0.000000,0.000000
0.1300,0.0700,0.000000,1.571474,0.671583,1.000000,0.094191,0.000000,0.000000
0.1300,0.0800,0.000000,1.590799,0.664322,1.000000,0.089483,0.000000,0.000000
0.1300,0.0900,0.000000,1.592297,0.663336,1.000000,0.090092,0.000000,0.000000
0.1300,0.1000,0.000000,1.589260,0.663973,1.000000,0.091922,0.000000,0.000000
0.1300,0.1100,0.000000,1.569271,0.668671,1.000000,0.102478,0.000000,0.000000
0.1300,0.1200,0.000000,1.583572,0.663437,1.000000,0.098670,0.000000,0.000000
0.1300,0.1300,0.000000,1.619088,0.658098,1.000000,0.073635,0.000000,0.000000
0.1300,0.1400,0.000000,1.607952,0.656796,1.000000,0.087980,0.000000,0.000000
0.1300,0.1500,0.000000,1.625734,0.650967,1.000000,0.082498,0.000000,0.000000
0.1300,0.1600,0.000000,1.622406,0.652208,1.000000,0.083216,0.000000,0.000000
0.1300,0.1700,0.000000,1.635245,0.648289,1.000000,0.078970,0.000000,0.000000
0.1300,0.1800,0.000000,1.628502,0.650754,1.000000,0.080242,0.000000,0.000000
0.1300,0.1900,0.000000,1.637817,0.648319,1.000000,0.076551,0.000000,0.000000
0.1300,0.2000,0.000000,1.630261,0.651169,1.000000,0.077716,0.000000,0.000000
0.1300,0.2100,0.000000,1.637900,0.649429,1.000000,0.074155,0.000000,0.000000
0.1300,0.2200,0.000000,1.644701,0.647964,1.000000,0.070700,0.000000,0.000000
0.1300,0.2300,0.000000,1.634229,0.652092,1.000000,0.072013,0.000000,0.000000
0.1300,0.2400,0.000000,1.627958,0.655881,1.000000,0.070097,0.000000,0.000000
0.1300,0.2500,0.000000,1.630839,0.655982,1.000000,0.067081,0.000000,0.000000
0.1300,0.2600,0.000000,1.632100,0.656682,1.000000,0.064373,0.000000,0.000000
0.1300,0.2700,0.000000,1.617838,0.662741,1.000000,0.065902,0.000000,0.000000
0.1300,0.2800,0.000000,1.595157,0.677505,1.000000,0.057726,0.000000,0.000000
0.1300,0.2900,0.000000,1.613649,0.666905,1.000000,0.061408,0.000000,0.000000
0.1300,0.3000,0.000000,1.609966,0.669705,1.000000,0.059308,0.000000,0.000000
0.1300,0.3100,0.000000,1.605457,0.673096,1.000000,0.057136,0.000000,0.000000
0.1300,0.3200,0.000000,1.585936,0.681904,1.000000,0.058869,0.000000,0.000000
0.1300,0.3300,0.000000,1.589500,0.682435,1.000000,0.053936,0.000000,0.000000
0.1300,0.3400,0.000000,1.579726,0.687977,1.000000,0.052469,0.000000,0.000000
0.1300,0.3500,0.000000,1.567174,0.694716,1.000000,0.051394,0.000000,0.000000
0.1300,0.3600,0.000000,1.553761,0.701934,1.000000,0.050142,0.000000,0.000000
0.1300,0.3700,0.000000,1.539996,0.709410,1.000000,0.048909,0.000000,0.000000
0.1300,0.3800,0.000000,1.523541,0.717965,1.000000,0.048244,0.000000,0.000000
0.1300,0.3900,0.000000,1.514492,0.723727,1.000000,0.045134,0.000000,0.000000
0.1300,0.4000,0.000000,1.495195,0.733755,1.000000,0.044505,0.000000,0.000000
0.1300,0.4100,0.000000,1.483607,0.740791,1.000000,0.041780,0.000000,0.000000
0.1300,0.4200,0.000000,1.451191,0.756221,1.000000,0.042095,0.000000,0.000000
0.1300,0.4300,0.000000,1.436773,0.764937,1.000000,0.039666,0.000000,0.000000
0.1300,0.4400,0.000000,1.418236,0.775123,1.000000,0.037839,0.000000,0.000000
0.1300,0.4500,0.000000,1.396920,0.786309,1.000000,0.036367,0.000000,0.000000
0.1300,0.4600,0.000000,1.365899,0.801523,1.000000,0.036793,0.000000,0.000000
0.1300,0.4700,0.000000,1.340243,0.814833,1.000000,0.035810,0.000000,0.000000
0.1300,0.4800,0.000000,1.329072,0.821450,1.000000,0.033573,0.000000,0.000000
0.1300,0.4900,0.000000,1.338246,0.817026,1.000000,0.034106,0.000000,0.000000
0.1300,0.5000,0.000000,1.343523,0.814616,1.000000,0.035064,0.000001,0.000000
0.1400,0.0000,0.000000,1.622896,0.650921,1.000000,0.085884,0.000000,0.000000
0.1400,0.0100,0.000000,1.627573,0.648509,1.000000,0.086311,0.000000,0.000000
0.1400,0.0200,0.000000,1.631700,0.646419,1.000000,0.086816,0.000000,0.000000
0.1400,0.0300,0.000000,1.569290,0.672641,1.000000,0.094123,0.000000,0.000000
0.1400,0.0400,0.000000,1.565566,0.674052,1.000000,0.095016,0.000000,0.000000
0.1400,0.0500,0.000000,1.569471,0.671999,1.000000,0.095312,0.000000,0.000000
0.1400,0.0600,0.000000,1.592189,0.663403,1.000000,0.089882,0.000000,0.000000
0.1400,0.0700,0.000000,1.596160,0.661255,1.000000,0.090295,0.000000,0.000000
0.1400,0.0800,0.000000,1.598448,0.659852,1.000000,0.090938,0.000000,0.000000
0.1400,0.0900,0.000000,1.598490,0.659305,1.000000,0.092095,0.000000,0.000000
0.1400,0.1000,0.000000,1.617849,0.652260,1.000000,0.087238,0.000000,0.000000
0.1400,0.1100,0.000000,1.614023,0.653150,1.000000,0.089213,0.000000,0.000000
0.1400,0.1200,0.000000,1.595129,0.657291,1.000000,0.099624,0.000000,0.000000
0.1400,0.1300,0.000000,1.609816,0.651977,1.000000,0.095788,0.000000,0.000000
0.1400,0.1400,0.000000,1.636843,0.651623,1.000000,0.069726,0.000000,0.000000
0.1400,0.1500,0.000000,1.650128,0.641445,1.000000,0.080058,0.000000,0.000000
0.1400,0.1600,0.000000,1.650258,0.641503,1.000000,0.079928,0.000000,0.000000
0.1400,0.1700,0.000000,1.646487,0.642620,1.000000,0.080677,0.000000,0.000000
0.1400,0.1800,0.000000,0.872158,1.032895,1.000000,0.052123,0.000002,0.000000
0.1400,0.1900,0.000000,1.651029,0.642096,1.000000,0.078102,0.000000,0.000000
0.1400,0.2000,0.000000,0.875171,1.032083,1.000000,0.050818,0.000000,0.000000
0.1400,0.2100,0.000000,1.652755,0.642659,1.000000,0.075560,0.000000,0.000000
0.1400,0.2200,0.000000,0.875403,1.032624,1.000000,0.049548,0.000000,0.000000
0.1400,0.2300,0.000000,0.881653,1.030319,1.000000,0.047914,0.000001,0.000000
0.1400,0.2400,0.000000,1.655495,0.644166,1.000000,0.070077,0.000000,0.000000
0.1400,0.2500,0.000000,1.648486,0.647575,1.000000,0.068202,0.000000,0.000000
0.1400,0.2600,0.000000,1.650360,0.648101,1.000000,0.065397,0.000000,0.000000
0.1400,0.2700,0.000000,1.650367,0.649209,1.000000,0.062931,0.000000,0.000000
0.1400,0.2800,0.000000,1.635674,0.654995,1.000000,0.064418,0.000000,0.000000
0.1400,0.2900,0.000000,1.633130,0.657230,1.000000,0.062280,0.000000,0.000000
0.1400,0.3000,0.000000,1.630033,0.659667,1.000000,0.060129,0.000000,0.000000
0.1400,0.3100,0.000000,1.625950,0.662579,1.000000,0.058044,0.000000,0.000000
0.1400,0.3200,0.000000,1.620007,0.666338,1.000000,0.056174,0.000000,0.000000
0.1400,0.3300,0.000000,1.610766,0.671649,1.000000,0.054790,0.000000,0.000000
0.1400,0.3400,0.000000,1.603079,0.676268,1.000000,0.052928,0.000000,0.000000
0.1400,0.3500,0.000000,1.590461,0.682895,1.000000,0.051977,0.000000,0.000000
0.1400,0.3600,0.000000,1.578366,0.689536,1.000000,0.050637,0.000000,0.000000
0.1400,0.3700,0.000000,1.564704,0.696790,1.000000,0.049365,0.000000,0.000000
0.1400,0.3800,0.000000,1.560103,0.700872,1.000000,0.045621,0.000000,0.000000
0.1400,0.3900,0.000000,1.540971,0.710519,1.000000,0.045434,0.000000,0.000000
0.1400,0.4000,0.000000,1.522710,0.720032,1.000000,0.044697,0.000000,0.000000
0.1400,0.4100,0.000000,1.510844,0.727101,1.000000,0.041936,0.000000,0.000000
0.1400,0.4200,0.000000,1.487645,0.738800,1.000000,0.041820,0.000000,0.000000
0.1400,0.4300,0.000000,1.471799,0.747552,1.000000,0.039533,0.000000,0.000000
0.1400,0.4400,0.000000,1.446606,0.760533,1.000000,0.037943,0.000000,0.000000
0.1400,0.4500,0.000000,1.427111,0.771362,1.000000,0.036262,0.000000,0.000000
0.1400,0.4600,0.000000,1.396707,0.786355,1.000000,0.036661,0.000000,0.000000
0.1400,0.4700,0.000000,1.371841,0.799239,1.000000,0.035631,0.000001,0.000000
0.1400,0.4800,0.000000,1.353178,0.809542,1.000000,0.033044,0.000000,0.000000
0.1400,0.4900,0.000000,1.347929,0.812471,1.000000,0.033154,0.000000,0.000000
0.1400,0.5000,0.000000,1.354508,0.809315,1.000000,0.034084,0.000000,0.000000
0.1500,0.0000,0.000000,1.641458,0.643764,1.000000,0.082977,0.000000,0.000000
0.1500,0.0100,0.000000,1.561955,0.675609,1.000000,0.095396,0.000000,0.000000
0.1500,0.0200,0.000000,1.567031,0.672911,1.000000,0.095872,0.000000,0.000000
0.1500,0.0300,0.000000,1.571481,0.670459,1.000000,0.096428,0.000000,0.000000
0.1500,0.0400,0.000000,1.575350,0.668255,1.000000,0.097063,0.000000,0.000000
0.1500,0.0500,0.000000,1.590217,0.663216,1.000000,0.092232,0.000000,0.000000
0.1500,0.0600,0.000000,1.595282,0.660677,1.000000,0.092361,0.000000,0.000000
0.1500,0.0700,0.000000,1.599083,0.658661,1.000000,0.092732,0.000000,0.000000
0.1500,0.0800,0.000000,1.602449,0.656817,1.000000,0.093203,0.000000,0.000000
0.1500,0.0900,0.000000,1.623392,0.649216,1.000000,0.088143,0.000000,0.000000
0.1500,0.1000,0.000000,1.623933,0.648444,1.000000,0.089160,0.000000,0.000000
0.1500,0.1100,0.000000,1.623362,0.648233,1.000000,0.090340,0.000000,0.000000
0.1500,0.1200,0.000000,1.638929,0.642865,1.000000,0.086510,0.000000,0.000000
0.1500,0.1300,0.000000,1.620861,0.646289,1.000000,0.096789,0.000000,0.000000
0.1500,0.1400,0.000000,1.636320,0.640996,1.000000,0.092878,0.000000,0.000000
0.1500,0.1500,0.000000,1.647827,0.650452,1.000000,0.061651,0.000000,0.000000
0.1500,0.1600,0.000000,0.870705,1.032177,1.000000,0.055074,0.000000,0.000000
0.1500,0.1700,0.000000,0.888118,1.024930,1.000000,0.052481,0.000000,0.000000
0.1500,0.1800,0.000000,0.884029,1.026741,1.000000,0.052814,0.000000,0.000000
0.1500,0.1900,0.000000,0.896319,1.021721,1.000000,0.050834,0.000001,0.000000
0.1500,0.2000,0.000000,0.888937,1.025034,1.000000,0.051422,0.000000,0.000000
0.1500,0.2100,0.000000,0.899223,1.020965,1.000000,0.049522,0.000000,0.000000
0.1500,0.2200,0.000000,0.890871,1.024812,1.000000,0.050070,0.000000,0.000000
0.1500,0.2300,0.000000,0.897899,1.022098,1.000000,0.048376,0.000000,0.000000
0.1500,0.2400,0.000000,0.887733,1.026941,1.000000,0.048988,0.000000,0.000000
0.1500,0.2500,0.000000,1.656710,0.647083,1.000000,0.062141,0.000000,0.000000
0.1500,0.2600,0.000000,1.320934,0.137571,1.000000,0.000000,1.011155,0.000000
0.1500,0.2700,0.000000,1.301509,0.175063,1.000000,0.000000,0.969380,0.000000
0.1500,0.2800,0.000000,1.283165,0.208125,1.000000,0.000000,0.933141,0.000000
0.1500,0.2900,0.000000,1.652878,0.648172,1.000000,0.063211,0.000000,0.000000
0.1500,0.3000,0.000000,1.649269,0.650465,1.000000,0.061210,0.000000,0.000000
0.1500,0.3100,0.000000,1.646836,0.652767,1.000000,0.058848,0.000000,0.000000
0.1500,0.3200,0.000000,1.641420,0.655935,1.000000,0.056943,0.000000,0.000000
0.1500,0.3300,0.000000,1.632459,0.660672,1.000000,0.055594,0.000000,0.000000
0.1500,0.3400,0.000000,1.596825,0.680802,1.000000,0.049020,0.000000,0.000000
0.1500,0.3500,0.000000,1.614004,0.670945,1.000000,0.052595,0.000000,0.000000
0.1500,0.3600,0.000000,1.614763,0.672672,1.000000,0.048102,0.000000,0.000000
0.1500,0.3700,0.000000,1.600920,0.680103,1.000000,0.046983,0.000000,0.000000
0.1500,0.3800,0.000000,1.585274,0.688205,1.000000,0.046157,0.000000,0.000000
0.1500,0.3900,0.000000,1.567879,0.697169,1.000000,0.045490,0.000000,0.000000
0.1500,0.4000,0.000000,1.558727,0.702945,1.000000,0.042615,0.000000,0.000000
0.1500,0.4100,0.000000,1.538866,0.713147,1.000000,0.042094,0.000000,0.000000
0.1500,0.4200,0.000000,1.515356,0.724815,1.000000,0.041976,0.000000,0.000000
0.1500,0.4300,0.000000,1.501202,0.733038,1.000000,0.039574,0.000000,0.000000
0.1500,0.4400,0.000000,1.484566,0.742290,1.000000,0.037456,0.000000,0.000000
0.1500,0.4500,0.000000,1.456368,0.756163,1.000000,0.036233,0.000000,0.000000
0.1500,0.4600,0.000000,1.435283,0.767814,1.000000,0.034844,0.000000,0.000000
0.1500,0.4700,0.000000,1.403312,0.783552,1.000000,0.035407,0.000000,0.000000
0.1500,0.4800,0.000000,1.385380,0.793679,1.000000,0.032821,0.000000,0.000000
0.1500,0.4900,0.000000,1.355975,0.808477,1.000000,0.032245,0.000000,0.000000
0.1500,0.5000,0.000000,1.364439,0.804449,1.000000,0.033126,0.000000,0.000000
0.1600,0.0000,0.000000,1.555472,0.677708,1.000000,0.097723,0.000000,0.000000
0.1600,0.0100,0.000000,1.561950,0.674383,1.000000,0.097981,0.000000,0.000000
0.1600,0.0200,0.000000,1.587391,0.664514,1.000000,0.092398,0.000000,0.000000
0.1600,0.0300,0.000000,1.591337,0.662233,1.000000,0.093129,0.000000,0.000000
0.1600,0.0400,0.000000,1.596533,0.659440,1.000000,0.093639,0.000000,0.000000
0.1600,0.0500,0.000000,1.600481,0.657230,1.000000,0.094260,0.000000,0.000000
0.1600,0.0600,0.000000,1.614976,0.652382,1.000000,0.089632,0.000000,0.000000
0.1600,0.0700,0.000000,1.619426,0.650240,1.000000,0.089776,0.000000,0.000000
0.1600,0.0800,0.000000,1.623419,0.648187,1.000000,0.090102,0.000000,0.000000
0.1600,0.0900,0.000000,1.627086,0.646329,1.000000,0.090511,0.000000,0.000000
0.1600,0.1000,0.000000,1.649059,0.639335,1.000000,0.085421,0.000000,0.000000
0.1600,0.1100,0.000000,1.648088,0.639090,1.000000,0.086762,0.000000,0.000000
0.1600,0.1200,0.000000,0.879964,1.027505,1.000000,0.055099,0.000000,0.000000
0.1600,0.1300,0.000000,0.878785,1.027846,1.000000,0.055692,0.000000,0.000000
0.1600,0.1400,0.000000,1.647931,0.635924,1.000000,0.093902,0.000000,0.000000
0.1600,0.1500,0.000000,0.876039,1.027498,1.000000,0.059064,0.000000,0.000000
0.1600,0.1600,0.000000,0.884376,1.029121,1.000000,0.047474,0.000000,0.000000
0.1600,0.1700,0.000000,0.896838,1.020139,1.000000,0.053589,0.000000,0.000000
0.1600,0.1800,0.000000,0.912383,1.013631,1.000000,0.051178,0.000005,0.000000
0.1600,0.1900,0.000000,0.907247,1.015995,1.000000,0.051650,0.000001,0.000000
0.1600,0.2000,0.000000,0.918160,1.011475,1.000000,0.049795,0.000000,0.000000
0.1600,0.2100,0.000000,0.913204,1.013847,1.000000,0.050114,0.000000,0.000000
0.1600,0.2200,0.000000,0.922130,1.010282,1.000000,0.048332,0.000000,0.000000
0.1600,0.2300,0.000000,0.913849,1.014156,1.000000,0.048878,0.000000,0.000000
0.1600,0.2400,0.000000,0.919207,1.012226,1.000000,0.047367,0.000000,0.000000
0.1600,0.2500,0.000000,1.091117,0.577407,1.000000,0.000000,0.490876,0.000000
0.1600,0.2600,0.000000,1.326548,0.141155,1.000000,0.000000,0.995707,0.000000
0.1600,0.2700,0.000000,1.307225,0.179434,1.000000,0.000000,0.952786,0.000000
0.1600,0.2800,0.000000,1.289243,0.213019,1.000000,0.000000,0.915583,0.000000
0.1600,0.2900,0.000000,1.273253,0.242445,1.000000,0.000000,0.883807,0.000000
0.1600,0.3000,0.000000,1.658927,0.650262,1.000000,0.053024,0.000000,0.000000
0.1600,0.3100,0.000000,1.245541,0.290180,1.000000,0.000000,0.834545,0.000000
0.1600,0.3200,0.000000,1.248541,0.268731,1.000000,0.000000,0.868598,0.000000
0.1600,0.3300,0.000000,1.655770,0.650279,1.000000,0.056164,0.000000,0.000000
0.1600,0.3400,0.000000,1.659333,0.651049,1.000000,0.051484,0.000000,0.000000
0.1600,0.3500,0.000000,1.650391,0.655393,1.000000,0.049871,0.000000,0.000000
0.1600,0.3600,0.000000,1.638575,0.661090,1.000000,0.048699,0.000000,0.000000
0.1600,0.3700,0.000000,1.626239,0.667450,1.000000,0.047455,0.000000,0.000000
0.1600,0.3800,0.000000,1.610499,0.675633,1.000000,0.046618,0.000000,0.000000
0.1600,0.3900,0.000000,1.593724,0.684162,1.000000,0.045900,0.000000,0.000000
0.1600,0.4000,0.000000,1.586540,0.689253,1.000000,0.042548,0.000000,0.000000
0.1600,0.4100,0.000000,1.566141,0.699379,1.000000,0.042310,0.000000,0.000000
0.1600,0.4200,0.000000,1.553133,0.706991,1.000000,0.039902,0.000000,0.000000
0.1600,0.4300,0.000000,1.530027,0.718664,1.000000,0.039677,0.000000,0.000000
0.1600,0.4400,0.000000,1.513955,0.727586,1.000000,0.037486,0.000000,0.000000
0.1600,0.4500,0.000000,1.494058,0.738214,1.000000,0.035944,0.000000,0.000000
0.1600,0.4600,0.000000,1.473120,0.749191,1.000000,0.034416,0.000000,0.000000
0.1600,0.4700,0.000000,1.434915,0.767888,1.000000,0.035280,0.000000,0.000000
0.1600,0.4800,0.000000,1.416577,0.777920,1.000000,0.032659,0.000000,0.000000
0.1600,0.4900,0.000000,1.388789,0.792317,1.000000,0.032007,0.000000,0.000000
0.1600,0.5000,0.000000,1.373719,0.799834,1.000000,0.032137,0.000000,0.000000
0.1700,0.0000,0.000000,1.574765,0.669863,1.000000,0.094138,0.000000,0.000000
0.1700,0.0100,0.000000,1.581256,0.666463,1.000000,0.094624,0.000000,0.000000
0.1700,0.0200,0.000000,1.586214,0.663730,1.000000,0.095242,0.000000,0.000000
0.1700,0.0300,0.000000,1.592661,0.660372,1.000000,0.095612,0.000000,0.000000
0.1700,0.0400,0.000000,1.616218,0.651401,1.000000,0.090464,0.000000,0.000000
0.1700,0.0500,0.000000,1.620891,0.648974,1.000000,0.090994,0.000000,0.000000
0.1700,0.0600,0.000000,1.624976,0.646752,1.000000,0.091600,0.000000,0.000000
0.1700,0.0700,0.000000,1.639881,0.642126,1.000000,0.087046,0.000000,0.000000
0.1700,0.0800,0.000000,1.644065,0.640341,1.000000,0.087271,0.000000,0.000000
0.1700,0.0900,0.000000,1.647872,0.638721,1.000000,0.087679,0.000000,0.000000
0.1700,0.1000,0.000000,1.651601,0.637225,1.000000,0.088134,0.000000,0.000000
0.1700,0.1100,0.000000,0.867482,1.032136,1.000000,0.058129,0.000000,0.000000
0.1700,0.1200,0.000000,0.888011,1.023276,1.000000,0.055761,0.000000,0.000000
0.1700,0.1300,0.000000,0.887459,1.023363,1.000000,0.056278,0.000000,0.000000
0.1700,0.1400,0.000000,0.904883,1.015721,1.000000,0.054199,0.000000,0.000000
0.1700,0.1500,0.000000,0.900942,1.017305,1.000000,0.055148,0.000011,0.000000
0.1700,0.1600,0.000000,0.902244,1.015252,1.000000,0.057638,0.000000,0.000000
0.1700,0.1700,0.000000,0.909585,1.017447,1.000000,0.045869,0.000000,0.000000
0.1700,0.1800,0.000000,0.921172,1.008778,1.000000,0.052285,0.000000,0.000000
0.1700,0.1900,0.000000,0.934530,1.003120,1.000000,0.050102,0.000000,0.000000
0.1700,0.2000,0.000000,0.930405,1.005145,1.000000,0.050467,0.000000,0.000000
0.1700,0.2100,0.000000,0.941926,1.000450,1.000000,0.048556,0.000000,0.000000
0.1700,0.2200,0.000000,0.936288,1.003047,1.000000,0.048914,0.000000,0.000000
0.1700,0.2300,0.000000,0.943476,1.000182,1.000000,0.047316,0.000000,0.000000
0.1700,0.2400,0.000000,0.935074,1.004198,1.000000,0.047869,0.000000,0.000000
0.1700,0.2500,0.000000,1.331255,0.164718,1.000000,0.000000,0.947134,0.000000
0.1700,0.2600,0.000000,1.314221,0.200593,1.000000,0.000000,0.905359,0.000000
0.1700,0.2700,0.000000,1.296019,0.230409,1.000000,0.000000,0.876114,0.000000
0.1700,0.2800,0.000000,1.296085,0.216449,1.000000,0.000000,0.899811,0.000000
0.1700,0.2900,0.000000,1.280746,0.246072,1.000000,0.000000,0.867340,0.000000
0.1700,0.3000,0.000000,1.266635,0.271824,1.000000,0.000000,0.839866,0.000000
0.1700,0.3100,0.000000,1.253982,0.294248,1.000000,0.000000,0.816812,0.000000
0.1700,0.3200,0.000000,1.241898,0.314281,1.000000,0.000000,0.797180,0.000000
0.1700,0.3300,0.000000,1.227924,0.334807,1.000000,0.000000,0.778163,0.000000
0.1700,0.3400,0.000000,1.214986,0.352896,1.000000,0.000000,0.762570,0.000000
0.1700,0.3500,0.000000,1.202510,0.368419,1.000000,0.000000,0.750703,0.000000
0.1700,0.3600,0.000000,1.663782,0.650640,1.000000,0.049219,0.000000,0.000000
0.1700,0.3700,0.000000,1.650928,0.656010,1.000000,0.048047,0.000000,0.000000
0.1700,0.3800,0.000000,1.636473,0.662805,1.000000,0.047077,0.000000,0.000000
0.1700,0.3900,0.000000,1.630093,0.667273,1.000000,0.043741,0.000000,0.000000
0.1700,0.4000,0.000000,1.613009,0.676136,1.000000,0.042926,0.000000,0.000000
0.1700,0.4100,0.000000,1.593912,0.685618,1.000000,0.042568,0.000000,0.000000
0.1700,0.4200,0.000000,1.581754,0.692755,1.000000,0.040019,0.000000,0.000000
0.1700,0.4300,0.000000,1.568201,0.700500,1.000000,0.037565,0.000000,0.000000
0.1700,0.4400,0.000000,1.543383,0.712962,1.000000,0.037559,0.000000,0.000000
0.1700,0.4500,0.000000,1.523555,0.723341,1.000000,0.035976,0.000000,0.000000
0.1700,0.4600,0.000000,1.503941,0.733989,1.000000,0.034368,0.000000,0.000000
0.1700,0.4700,0.000000,1.472819,0.749188,1.000000,0.034886,0.000000,0.000000
0.1700,0.4800,0.000000,1.448774,0.761957,1.000000,0.032492,0.000000,0.000000
0.1700,0.4900,0.000000,1.421579,0.776113,1.000000,0.031788,0.000000,0.000000
0.1700,0.5000,0.000000,1.390858,0.791518,1.000000,0.031425,0.000000,0.000000
0.1800,0.0000,0.000000,1.574249,0.669052,1.000000,0.096397,0.000000,0.000000
0.1800,0.0100,0.000000,1.599459,0.659003,1.000000,0.091448,0.000000,0.000000
0.1800,0.0200,0.000000,1.606082,0.655581,1.000000,0.091905,0.000000,0.000000
0.1800,0.0300,0.000000,1.610952,0.652900,1.000000,0.092586,0.000000,0.000000
0.1800,0.0400,0.000000,1.616941,0.649881,1.000000,0.092973,0.000000,0.000000
0.1800,0.0500,0.000000,1.641537,0.641116,1.000000,0.087754,0.000000,0.000000
0.1800,0.0600,0.000000,1.646554,0.638923,1.000000,0.088268,0.000000,0.000000
0.1800,0.0700,0.000000,1.651042,0.637062,1.000000,0.088863,0.000000,0.000000
0.1800,0.0800,0.000000,0.878764,1.027383,1.000000,0.056285,0.000000,0.000000
0.1800,0.0900,0.000000,0.882823,1.025426,1.000000,0.056317,0.000000,0.000000
0.1800,0.1000,0.000000,0.886302,1.023701,1.000000,0.056462,0.000000,0.000000
0.1800,0.1100,0.000000,0.889670,1.022021,1.000000,0.056629,0.000000,0.000000
0.1800,0.1200,0.000000,0.911337,1.012447,1.000000,0.054130,0.000000,0.000000
0.1800,0.1300,0.000000,0.914546,1.010901,1.000000,0.054229,0.000000,0.000000
0.1800,0.1400,0.000000,0.913789,1.011107,1.000000,0.054782,0.000000,0.000000
0.1800,0.1500,0.000000,0.930288,1.003972,1.000000,0.052821,0.000000,0.000000
0.1800,0.1600,0.000000,0.924754,1.006053,1.000000,0.053923,0.000000,0.000000
0.1800,0.1700,0.000000,0.909997,1.010960,1.000000,0.058870,0.000000,0.000000
0.1800,0.1800,0.000000,0.933154,1.006620,1.000000,0.044464,0.000000,0.000000
0.1800,0.1900,0.000000,0.944665,0.997856,1.000000,0.051140,0.000000,0.000000
0.1800,0.2000,0.000000,0.958745,0.991973,1.000000,0.048835,0.000000,0.000000
0.1800,0.2100,0.000000,0.954341,0.994033,1.000000,0.049220,0.000000,0.000000
0.1800,0.2200,0.000000,0.965077,0.989598,1.000000,0.047362,0.000000,0.000000
0.1800,0.2300,0.000000,0.958180,0.992836,1.000000,0.047881,0.000000,0.000000
